State/Province,County/Parish,DI Basin,DI Play,DI Subplay,Grantor,Grantee Alias,Vol/Page,Record Number,Instrument Type,Instrument Date,Record Date,Effective Date,Term (Months),Expiration of Primary Term,Options/Extensions,Ext. Bonus,Ext. Term (Months),Bonus,Royalty,Area (Acres),Abstract,Section,Township,Township Direction,Range,Range Direction,Block,BLM,State Lease,Grantee,Grantor Address,Grantee Address,Majority Legal Assignee,Majority Assignment Effective Date,Majority Legal Assignee Interest,Majority Assignment Vol/Page,Max Depth,Min Depth,Latitude (WGS84),Longitude (WGS84)
LA,WINN (LA),ARKLA,,,United States Dept of the Interior ,R&R ROYALTY,158/560,216353,Lease,2011-05-31,2015-10-22,,120,2021-05-31,0,,,,0.12500000,976.88000488,,10.00,10.00,N         ,2.00,W         ,,1,1,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,31.86208518,-92.55998304
LA,WINN (LA),ARKLA,,,United States Dept of the Interior ,R&R ROYALTY,158/560,216353,Lease,2011-05-31,2015-10-22,,120,2021-05-31,0,,,,0.12500000,976.88000488,,9.00,10.00,N         ,2.00,W         ,,1,1,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,31.86228341,-92.57705818
LA,WINN (LA),ARKLA,,,United States Dept of the Interior ,R&R ROYALTY,158/560,216353,Lease,2011-05-31,2015-10-22,,120,2021-05-31,0,,,,0.12500000,976.88000488,,8.00,10.00,N         ,2.00,W         ,,1,1,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,31.86241490,-92.59420962
LA,WINN (LA),ARKLA,,,United States Dept of the Interior ,R&R ROYALTY,158/560,216353,Lease,2011-05-31,2015-10-22,,120,2021-05-31,0,,,,0.12500000,976.88000488,,7.00,10.00,N         ,2.00,W         ,,1,1,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,31.86240905,-92.61129239
LA,WINN (LA),ARKLA,,,United States Dept of the Interior ,R&R ROYALTY,158/553,216352,Lease,2011-02-28,2015-10-22,,120,2021-02-28,0,,,,0.12500000,158.44000244,,5.00,13.00,N         ,6.00,W         ,,1,1,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.14083709,-93.00531775
LA,WINN (LA),ARKLA,,,United States Dept of the Interior ,R&R ROYALTY,158/545,216351,Lease,2011-02-28,2015-10-22,,120,2021-02-28,0,,0.00000000,,0.12500000,278.82000732,,20.00,10.00,N         ,5.00,W         ,,1,1,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,0,31.83394599,-92.90068506
LA,WINN (LA),ARKLA,,,United States Dept of the Interior ,R&R ROYALTY,158/545,216351,Lease,2011-02-28,2015-10-22,,120,2021-02-28,0,,0.00000000,,0.12500000,278.82000732,,19.00,10.00,N         ,5.00,W         ,,1,1,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,0,31.83358345,-92.91773736
LA,WINN (LA),ARKLA,,,United States Dept of the Interior ,R&R ROYALTY,158/545,216351,Lease,2011-02-28,2015-10-22,,120,2021-02-28,0,,0.00000000,,0.12500000,278.82000732,,8.00,10.00,N         ,5.00,W         ,,1,1,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,0,31.86280939,-92.89445160
LA,WINN (LA),ARKLA,,,United States Dept of the Interior ,R&R ROYALTY,158/536,216350,Lease,2010-12-31,2015-10-22,,120,2020-12-31,0,,,,0.12500000,319.29998779,,19.00,13.00,N         ,4.00,W         ,,1,1,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.09669382,-92.81704158
LA,WINN (LA),ARKLA,,,United States Dept of the Interior ,R&R ROYALTY,158/536,216350,Lease,2010-12-31,2015-10-22,,120,2020-12-31,0,,,,0.12500000,319.29998779,,18.00,13.00,N         ,4.00,W         ,,1,1,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.11125044,-92.81723999
LA,WINN (LA),ARKLA,,,United States Dept of the Interior ,R&R ROYALTY,158/536,216350,Lease,2010-12-31,2015-10-22,,120,2020-12-31,0,,,,0.12500000,319.29998779,,6.00,13.00,N         ,4.00,W         ,,1,1,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.14023400,-92.81730872
LA,WINN (LA),ARKLA,,,United States Dept of the Interior ,R&R ROYALTY,158/529,216349,Lease,2010-09-30,2015-10-22,,120,2020-09-30,0,,,,0.12500000,110.00000000,,29.00,13.00,N         ,5.00,W         ,,1,1,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.08236609,-92.90278320
LA,WINN (LA),ARKLA,,,United States Dept of the Interior ,R&R ROYALTY,158/520,216348,Lease,2010-09-30,2015-10-22,,120,2020-09-30,0,,,,0.12500000,159.91999816,,19.00,13.00,N         ,5.00,W         ,,1,1,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.09680451,-92.91974386
LA,WINN (LA),ARKLA,,,United States Dept of the Interior ,R&R ROYALTY,158/512,216347,Lease,2010-09-30,2015-10-22,,120,2020-09-30,0,,,,0.12500000,19.89999961,,13.00,13.00,N         ,5.00,W         ,,1,1,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.11145264,-92.83434559
LA,WINN (LA),ARKLA,,,United States Dept of the Interior ,R&R ROYALTY,158/505,216346,Lease,2010-09-30,2015-10-22,,120,2020-09-30,0,,,,0.12500000,99.41000366,,5.00,13.00,N         ,5.00,W         ,,1,1,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.14055460,-92.90284434
LA,WINN (LA),ARKLA,,,United States Dept of the Interior ,R&R ROYALTY,158/497,216345,Lease,2010-09-30,2015-10-22,,120,2020-09-30,0,,,,0.12500000,634.84002685,,23.00,12.00,N         ,6.00,W         ,,1,1,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.00914779,-92.95256634
LA,WINN (LA),ARKLA,,,United States Dept of the Interior ,R&R ROYALTY,158/489,216344,Lease,2010-09-30,2015-10-22,,120,2020-09-30,0,,,,0.12500000,30.44000053,,13.00,12.00,N         ,6.00,W         ,,1,1,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.02362440,-92.93530053
LA,WINN (LA),ARKLA,,,United States Dept of the Interior ,R&R ROYALTY,158/489,216343,Lease,2010-09-30,2015-10-22,,120,2020-09-30,0,,,,0.12500000,30.44000053,,13.00,12.00,N         ,6.00,W         ,,1,1,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.02362440,-92.93530053
LA,WINN (LA),ARKLA,,,United States Dept of the Interior ,R&R ROYALTY,158/483,216342,Lease,2010-09-30,2015-10-22,,120,2020-09-30,0,,,,0.12500000,40.08000183,,3.00,12.00,N         ,6.00,W         ,,1,1,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.05282929,-92.97016794
LA,WINN (LA),ARKLA,,,United States Dept of the Interior ,R&R ROYALTY,158/475,216341,Lease,2010-09-30,2015-10-22,,120,2020-09-30,0,,,,0.12500000,39.61000061,,28.00,12.00,N         ,5.00,W         ,,1,1,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,31.99376543,-92.88396078
LA,WINN (LA),ARKLA,,,United States Dept of the Interior ,R&R ROYALTY,158/467,216340,Lease,2008-12-31,2015-10-22,,120,2018-12-31,0,,,,0.12500000,40.09000015,,16.00,9.00,N         ,4.00,W         ,,1,1,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,31.76061698,-92.78127295
LA,WEBSTER (LA),ARKLA,HAYNESVILLE - LA,ARKLA - HAYNESVILLE,United States Department of the Interior ,R&R ROYALTY,1195/605,555651,Lease,2014-04-30,2015-10-23,,120,2024-04-30,0,,,,0.12500000,119.36000061,,10.00,18.00,N         ,10.00,W         ,,0,0,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.56340630,-93.38556986
LA,WEBSTER (LA),ARKLA,HAYNESVILLE - LA,ARKLA - HAYNESVILLE,United States Department of the Interior ,R&R ROYALTY,1195/605,555651,Lease,2014-04-30,2015-10-23,,120,2024-04-30,0,,,,0.12500000,119.36000061,,8.00,18.00,N         ,10.00,W         ,,0,0,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.56361210,-93.42000979
LA,WEBSTER (LA),ARKLA,HAYNESVILLE - LA,ARKLA - HAYNESVILLE,United States Department of the Interior ,R&R ROYALTY,1195/594,555650,Lease,2014-04-30,2015-10-23,,120,2024-04-30,0,,,,0.12500000,1304.97998046,,18.00,18.00,N         ,10.00,W         ,,0,0,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.54919671,-93.43746623
LA,WEBSTER (LA),ARKLA,HAYNESVILLE - LA,ARKLA - HAYNESVILLE,United States Department of the Interior ,R&R ROYALTY,1195/594,555650,Lease,2014-04-30,2015-10-23,,120,2024-04-30,0,,,,0.12500000,1304.97998046,,7.00,18.00,N         ,10.00,W         ,,0,0,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.56373407,-93.43731368
LA,WEBSTER (LA),ARKLA,HAYNESVILLE - LA,ARKLA - HAYNESVILLE,United States Department of the Interior ,R&R ROYALTY,1195/594,555650,Lease,2014-04-30,2015-10-23,,120,2024-04-30,0,,,,0.12500000,1304.97998046,,6.00,18.00,N         ,10.00,W         ,,0,0,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.57849648,-93.43728320
LA,WEBSTER (LA),ARKLA,HAYNESVILLE - LA,ARKLA - HAYNESVILLE,United States Department of the Interior ,R&R ROYALTY,1195/583,555649,Lease,2014-04-30,2015-10-23,,120,2024-04-30,0,,,,0.12500000,2325.00000000,,17.00,18.00,N         ,10.00,W         ,,0,0,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.54907855,-93.42029205
LA,WEBSTER (LA),ARKLA,HAYNESVILLE - LA,ARKLA - HAYNESVILLE,United States Department of the Interior ,R&R ROYALTY,1195/583,555649,Lease,2014-04-30,2015-10-23,,120,2024-04-30,0,,,,0.12500000,2325.00000000,,9.00,18.00,N         ,10.00,W         ,,0,0,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.56343672,-93.40287375
LA,WEBSTER (LA),ARKLA,HAYNESVILLE - LA,ARKLA - HAYNESVILLE,United States Department of the Interior ,R&R ROYALTY,1195/583,555649,Lease,2014-04-30,2015-10-23,,120,2024-04-30,0,,,,0.12500000,2325.00000000,,8.00,18.00,N         ,10.00,W         ,,0,0,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.56361210,-93.42000979
LA,WEBSTER (LA),ARKLA,HAYNESVILLE - LA,ARKLA - HAYNESVILLE,United States Department of the Interior ,R&R ROYALTY,1195/583,555649,Lease,2014-04-30,2015-10-23,,120,2024-04-30,0,,,,0.12500000,2325.00000000,,5.00,18.00,N         ,10.00,W         ,,0,0,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.57832111,-93.41974279
LA,WEBSTER (LA),ARKLA,HAYNESVILLE - LA,ARKLA - HAYNESVILLE,United States Department of the Interior ,R&R ROYALTY,1195/583,555649,Lease,2014-04-30,2015-10-23,,120,2024-04-30,0,,,,0.12500000,2325.00000000,,4.00,18.00,N         ,10.00,W         ,,0,0,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.57815718,-93.40256097
LA,WEBSTER (LA),ARKLA,HAYNESVILLE - LA,ARKLA - HAYNESVILLE,United States Department of the Interior ,R&R ROYALTY,1195/572,555648,Lease,2014-04-30,2015-10-23,,120,2024-04-30,0,,,,0.12500000,2461.00000000,,22.00,18.00,N         ,10.00,W         ,,0,0,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.53424765,-93.38592839
LA,WEBSTER (LA),ARKLA,HAYNESVILLE - LA,ARKLA - HAYNESVILLE,United States Department of the Interior ,R&R ROYALTY,1195/572,555648,Lease,2014-04-30,2015-10-23,,120,2024-04-30,0,,,,0.12500000,2461.00000000,,16.00,18.00,N         ,10.00,W         ,,0,0,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.54891462,-93.40307209
LA,WEBSTER (LA),ARKLA,HAYNESVILLE - LA,ARKLA - HAYNESVILLE,United States Department of the Interior ,R&R ROYALTY,1195/572,555648,Lease,2014-04-30,2015-10-23,,120,2024-04-30,0,,,,0.12500000,2461.00000000,,15.00,18.00,N         ,10.00,W         ,,0,0,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.54880790,-93.38582923
LA,WEBSTER (LA),ARKLA,HAYNESVILLE - LA,ARKLA - HAYNESVILLE,United States Department of the Interior ,R&R ROYALTY,1195/572,555648,Lease,2014-04-30,2015-10-23,,120,2024-04-30,0,,,,0.12500000,2461.00000000,,10.00,18.00,N         ,10.00,W         ,,0,0,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.56340630,-93.38556986
LA,WEBSTER (LA),ARKLA,HAYNESVILLE - LA,ARKLA - HAYNESVILLE,United States Department of the Interior ,R&R ROYALTY,1195/572,555648,Lease,2014-04-30,2015-10-23,,120,2024-04-30,0,,,,0.12500000,2461.00000000,,3.00,18.00,N         ,10.00,W         ,,0,0,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.57806191,-93.38527997
LA,WEBSTER (LA),ARKLA,HAYNESVILLE - LA,ARKLA - HAYNESVILLE,United States Department of the Interior ,R&R ROYALTY,1195/561,555647,Lease,2014-04-30,2015-10-23,,120,2024-04-30,0,,,,0.12500000,1860.00000000,,23.00,18.00,N         ,10.00,W         ,,0,0,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.53426300,-93.36834983
LA,WEBSTER (LA),ARKLA,HAYNESVILLE - LA,ARKLA - HAYNESVILLE,United States Department of the Interior ,R&R ROYALTY,1195/561,555647,Lease,2014-04-30,2015-10-23,,120,2024-04-30,0,,,,0.12500000,1860.00000000,,14.00,18.00,N         ,10.00,W         ,,0,0,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.54870500,-93.36830409
LA,WEBSTER (LA),ARKLA,HAYNESVILLE - LA,ARKLA - HAYNESVILLE,United States Department of the Interior ,R&R ROYALTY,1195/561,555647,Lease,2014-04-30,2015-10-23,,120,2024-04-30,0,,,,0.12500000,1860.00000000,,11.00,18.00,N         ,10.00,W         ,,0,0,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.56334917,-93.36807523
LA,WEBSTER (LA),ARKLA,HAYNESVILLE - LA,ARKLA - HAYNESVILLE,United States Department of the Interior ,R&R ROYALTY,1195/561,555647,Lease,2014-04-30,2015-10-23,,120,2024-04-30,0,,,,0.12500000,1860.00000000,,2.00,18.00,N         ,10.00,W         ,,0,0,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.57801242,-93.36772431
LA,WEBSTER (LA),ARKLA,HAYNESVILLE - LA,ARKLA - HAYNESVILLE,United States Department of the Interior ,R&R ROYALTY,1195/550,555646,Lease,2014-04-30,2015-10-23,,120,2024-04-30,0,,,,0.12500000,2040.00000000,,24.00,18.00,N         ,10.00,W         ,,0,0,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.53433938,-93.35100017
LA,WEBSTER (LA),ARKLA,HAYNESVILLE - LA,ARKLA - HAYNESVILLE,United States Department of the Interior ,R&R ROYALTY,1195/550,555646,Lease,2014-04-30,2015-10-23,,120,2024-04-30,0,,,,0.12500000,2040.00000000,,13.00,18.00,N         ,10.00,W         ,,0,0,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.54872035,-93.35077894
LA,WEBSTER (LA),ARKLA,HAYNESVILLE - LA,ARKLA - HAYNESVILLE,United States Department of the Interior ,R&R ROYALTY,1195/550,555646,Lease,2014-04-30,2015-10-23,,120,2024-04-30,0,,,,0.12500000,2040.00000000,,12.00,18.00,N         ,10.00,W         ,,0,0,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.56323102,-93.35064927
LA,WEBSTER (LA),ARKLA,HAYNESVILLE - LA,ARKLA - HAYNESVILLE,United States Department of the Interior ,R&R ROYALTY,1195/550,555646,Lease,2014-04-30,2015-10-23,,120,2024-04-30,0,,,,0.12500000,2040.00000000,,1.00,18.00,N         ,10.00,W         ,,0,0,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.57779509,-93.35029834
LA,WEBSTER (LA),ARKLA,HAYNESVILLE - LA,ARKLA - HAYNESVILLE,United States Department of the Interior ,R&R ROYALTY,1195/526,555644,Lease,2014-05-31,2015-10-23,,120,2024-05-31,0,,,,0.12500000,199.88000488,,6.00,18.00,N         ,10.00,W         ,,0,0,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.57849648,-93.43728320
LA,WEBSTER (LA),ARKLA,HAYNESVILLE - LA,ARKLA - HAYNESVILLE,United States Department of the Interior ,R&R ROYALTY,1195/526,555644,Lease,2014-05-31,2015-10-23,,120,2024-05-31,0,,,,0.12500000,199.88000488,,4.00,18.00,N         ,10.00,W         ,,0,0,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.57815718,-93.40256097
LA,WEBSTER (LA),ARKLA,HAYNESVILLE - LA,ARKLA - HAYNESVILLE,United States Department of the Interior ,R&R ROYALTY,1195/514,555643,Lease,2011-02-28,2015-10-23,,120,2021-02-28,0,,,,0.12500000,213.97000122,,23.00,17.00,N         ,10.00,W         ,,0,0,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.45245880,-93.36883836
LA,WEBSTER (LA),ARKLA,HAYNESVILLE - LA,ARKLA - HAYNESVILLE,United States Department of the Interior ,R&R ROYALTY,1195/514,555643,Lease,2011-02-28,2015-10-23,,120,2021-02-28,0,,,,0.12500000,213.97000122,,14.00,17.00,N         ,10.00,W         ,,0,0,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.46108748,-93.36686987
LA,WEBSTER (LA),ARKLA,HAYNESVILLE - LA,ARKLA - HAYNESVILLE,United States Department of the Interior ,R&R ROYALTY,1195/500,555642,Lease,2011-02-28,2015-10-23,,120,2021-02-28,0,,0.00000000,,0.12500000,55.50000000,,36.00,17.00,N         ,10.00,W         ,,0,0,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,0,32.41969892,-93.34047181
LA,WEBSTER (LA),ARKLA,HAYNESVILLE - LA,ARKLA - HAYNESVILLE,United States Department of the Interior ,R&R ROYALTY,1195/491,555641,Lease,2009-09-30,2015-10-23,,120,2019-09-30,0,,,,0.12500000,590.26000976,,21.00,20.00,N         ,9.00,W         ,,0,0,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.70894454,-93.29724251
LA,WEBSTER (LA),ARKLA,HAYNESVILLE - LA,ARKLA - HAYNESVILLE,United States Department of the Interior ,R&R ROYALTY,1195/480,555640,Lease,2008-12-31,2015-10-23,,120,2018-12-31,0,,,,0.12500000,390.58999633,,35.00,20.00,N         ,9.00,W         ,,0,0,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.67979373,-93.26293984
LA,WEBSTER (LA),ARKLA,HAYNESVILLE - LA,ARKLA - HAYNESVILLE,United States Department of the Interior ,R&R ROYALTY,1195/468,555639,Lease,2008-12-31,2015-10-23,,120,2018-12-31,0,,,,0.12500000,521.63000488,,34.00,20.00,N         ,9.00,W         ,,0,0,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.67976310,-93.28009878
LA,WEBSTER (LA),ARKLA,HAYNESVILLE - LA,ARKLA - HAYNESVILLE,United States Department of the Interior ,R&R ROYALTY,1195/456,555638,Lease,2008-12-31,2015-10-23,,120,2018-12-31,0,,,,0.12500000,478.64001464,,33.00,20.00,N         ,9.00,W         ,,0,0,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.67979350,-93.29728823
LA,WEBSTER (LA),ARKLA,HAYNESVILLE - LA,ARKLA - HAYNESVILLE,United States Department of the Interior ,R&R ROYALTY,1195/445,555637,Lease,2008-12-31,2015-10-23,,120,2018-12-31,0,,,,0.12500000,319.07000732,,32.00,20.00,N         ,9.00,W         ,,0,0,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.67982772,-93.31437849
LA,WEBSTER (LA),ARKLA,HAYNESVILLE - LA,ARKLA - HAYNESVILLE,United States Department of the Interior ,R&R ROYALTY,1195/445,555637,Lease,2008-12-31,2015-10-23,,120,2018-12-31,0,,,,0.12500000,319.07000732,,29.00,20.00,N         ,9.00,W         ,,0,0,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.69446045,-93.31448534
LA,WEBSTER (LA),ARKLA,HAYNESVILLE - LA,ARKLA - HAYNESVILLE,United States Department of the Interior ,R&R ROYALTY,1195/434,555636,Lease,2008-12-31,2015-10-23,,120,2018-12-31,0,,,,0.12500000,519.21002197,,28.00,20.00,N         ,9.00,W         ,,0,0,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.69430036,-93.29737981
LA,WEBSTER (LA),ARKLA,HAYNESVILLE - LA,ARKLA - HAYNESVILLE,United States Department of the Interior ,R&R ROYALTY,1195/434,555636,Lease,2008-12-31,2015-10-23,,120,2018-12-31,0,,,,0.12500000,519.21002197,,27.00,20.00,N         ,9.00,W         ,,0,0,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.69431573,-93.28016747
LA,WEBSTER (LA),ARKLA,HAYNESVILLE - LA,ARKLA - HAYNESVILLE,United States Department of the Interior ,R&R ROYALTY,1195/424,555635,Lease,2008-12-31,2015-10-23,,120,2018-12-31,0,,,,0.12500000,573.36999511,,26.00,20.00,N         ,9.00,W         ,,0,0,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.69423193,-93.26285595
LA,WEBSTER (LA),ARKLA,HAYNESVILLE - LA,ARKLA - HAYNESVILLE,United States Department of the Interior ,R&R ROYALTY,1195/424,555635,Lease,2008-12-31,2015-10-23,,120,2018-12-31,0,,,,0.12500000,573.36999511,,25.00,20.00,N         ,9.00,W         ,,0,0,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.69433123,-93.24572751
LA,WEBSTER (LA),ARKLA,HAYNESVILLE - LA,ARKLA - HAYNESVILLE,United States Department of the Interior ,R&R ROYALTY,1195/414,555634,Lease,2008-12-31,2015-10-23,,120,2018-12-31,0,,,,0.12500000,591.19000244,,24.00,20.00,N         ,9.00,W         ,,0,0,R&R Royalty LTD. ,"7450 Boston Blvd.  , Springfield, VA 22153","500 N. Shoreline Suite 322  , Corpus Christi, TX 78401",,,,,,,32.70887624,-93.24588013
